Id_Ciente;Nome;Conta N�;D�gito;Ag�ncia; Saldo ; Limite ;Id do Cart�o;N�mero do Cart�o; Limite do Cart�o ;News
703;Kevin da Silva Rodrigues;9213;1;1;R$ 0;R$ 1.500,00;656;**** **** **** 0513;R$ 1.000;[{'id': 1929, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje e colha os frutos amanhã! 💰'}, {'id': 1932, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Kevin, invista no Santander e aproveite a rentabilidade da taxa CDI 13.15%. Seu futuro financeiro agradece! #InvestimentosSantander'}]
704;Jhessyca Souza Silva;81273;1;1;R$ 0;R$ 2.500,00;657;**** **** **** 0129;R$ 1.800;[{'id': 1930, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista em seu futuro financeiro e conquiste seus objetivos. Conte com a nossa expertise!'}, {'id': 1933, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jhessyca, invista no Santander e aproveite a rentabilidade da taxa CDI de 13.15%. Seu dinheiro vale muito mais!'}]
705;Cristal Souza Silva;12613;1;1;R$ 0;R$ 5.000,00;658;**** **** **** 7123;R$ 3.000;[{'id': 1931, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje e garanta seu futuro financeiro!'}, {'id': 1934, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Olá, Cristal! Que tal aproveitar a rentabilidade do Santander e investir com segurança? A taxa CDI está em 13.15%. #SantanderInvestimentos'}]
706;JOBSON;123456789;0;1010;R$ 1.000;R$ 2.000,00;659;**** **** **** 3210;R$ 1.500;[]
707;CLEBER;1234141;0;0;R$ 1.000;R$ 2.000,00;660;**** **** **** 3210;R$ 1.500;[]
708;BERRY;1115141;0;2;R$ 1.000;R$ 2.000,00;661;**** **** **** 3210;R$ 1.500;[]
709;pepelegal;6648;2;122;R$ 0;R$ 0,00;662;**** **** **** 2258;R$ 1.000;[{'id': 1919, 'icon': 'string', 'description': 'string'}]
710;lulululi;54456;9;332211;R$ 0;R$ 0,00;663;**** **** **** 9652;R$ 1.000;[{'id': 1920, 'icon': 'string', 'description': 'string'}]
711;Lucas;706;1;1;R$ 0;R$ 0,00;664;**** **** **** 1644;R$ 0;[]
712;papapapa;65877;9;3224;R$ 0;R$ 0,00;665;**** **** **** 1259;R$ 0;[{'id': 1925, 'icon': 'string', 'description': 'https://github.com/sergiocaetano1973'}]
713;Gabriela;776;1;1;R$ 0;R$ 0,00;666;**** **** **** 1374;R$ 0;[]
714;Thales;786;1;1;R$ 0;R$ 0,00;667;**** **** **** 2383;R$ 0;[]
715;Leopoldo;782;1;1;R$ 0;R$ 0,00;668;**** **** **** 3383;R$ 0;[]
716;Mariana;365;1;1;R$ 0;R$ 0,00;669;**** **** **** 2483;R$ 0;[]
719;mjkaraujo;345;8;1;R$ 0;R$ 1.000,00;672;**** **** **** 9517;R$ 1.000;[{'id': 1926, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro e alcance seus objetivos financeiros.'}, {'id': 2026, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}]
720;Mauricio PY;345;6;1;R$ 0;R$ 500,00;673;**** **** **** 6585;R$ 5.000;[{'id': 1927, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro: garanta sua estabilidade financeira!'}, {'id': 2027, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro. Faça-o trabalhar por você.'}]
722;Maria Santos;987654321;0;5432;R$ 2.500;R$ 3.000,00;675;**** **** **** 5678;R$ 1.500;[{'id': 1949, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro com inteligência e garanta um futuro financeiro sólido. #invistaagora'}, {'id': 1956, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje para um futuro seguro! #Investimentos'}, {'id': 1957, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje no seu futuro financeiro!'}, {'id': 1958, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Investir: seu caminho para um futuro financeiro seguro.'}, {'id': 1959, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}]
723;MJK PY;345;2;1;R$ 0;R$ 2.000,00;676;**** **** **** 3568;R$ 5.000;[{'id': 1928, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro com a MJK PY!'}, {'id': 2028, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista com sabedoria! Seu futuro financeiro agradece. #InvistaMJKPY'}]
724;Rafael Josefo;987351121;0;5432;R$ 2.500;R$ 3.000,00;677;**** **** **** 6661;R$ 1.500;[{'id': 1948, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista para um futuro seguro e próspero!'}, {'id': 1951, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã!'}, {'id': 1952, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro! Seu dinheiro trabalhando para você.'}, {'id': 1953, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã.'}, {'id': 1954, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, garanta o amanhã!'}, {'id': 1955, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora e garanta seu futuro!'}]
728;wan;123;0;345;R$ 0;R$ 1.000,00;679;**** **** **** 4555;R$ 0;[]
729;bia;16234;0;36455;R$ 0;R$ 1.000,00;680;**** **** **** 5665;R$ 0;[]
730;ren;165234;0;366455;R$ 0;R$ 1.000,00;681;**** **** **** 5665;R$ 0;[]
731;Val;11;9;1;R$ 0;R$ 500,00;682;**** **** **** 1111;R$ 1.000;[]
732;pedro;1;0;1;R$ 0;R$ 500,00;683;**** **** **** 0001;R$ 1.000;[{'id': 1935, 'icon': 'string', 'description': 'string'}]
733;flask;2;0;2;R$ 0;R$ 500,00;684;**** **** **** 0002;R$ 1.000;[{'id': 1936, 'icon': 'string', 'description': 'string'}]
734;django;3;0;3;R$ 0;R$ 500,00;685;**** **** **** 0003;R$ 1.000;[{'id': 1937, 'icon': 'string', 'description': 'string'}]
735;Luan;72317;7;1;R$ 0;R$ 500,00;686;**** **** **** 1111;R$ 1.000;[]
738;Gabriela;2456;1;2456;R$ 0;R$ 500,00;689;**** **** **** 2490;R$ 1.000;[{'id': 1943, 'icon': 'string', 'description': 'string'}]
741;Elisabete;2;79;1;R$ 0;R$ 500,00;692;**** **** **** 1178;R$ 1.000;[]
742;Valdecir;22;9;1;R$ 0;R$ 500,00;693;**** **** **** 0985;R$ 1.000;[]
743;Araci;220719;65;2207;R$ 1.000;R$ 1.000,00;694;**** **** **** 1965;R$ 1.000;[]
744;Pytherson;25;1;1010;R$ 0;R$ 0,00;695;**** **** **** 2050;R$ 1.000;[{'id': 1985, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro, seja Pytherson!'}, {'id': 1986, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, conquiste amanhã!'}, {'id': 1987, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Investir é o caminho para um futuro financeiro estável.'}, {'id': 1988, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã.'}, {'id': 1989, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã!'}, {'id': 2003, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje e garanta seu futuro financeiro! #PythersonInvestimentos'}]
745;Louis;450;1;1010;R$ 0;R$ 0,00;696;**** **** **** 5743;R$ 1.000;[{'id': 1990, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje e garanta seu futuro!'}, {'id': 1991, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista agora e garanta seu futuro financeiro!'}, {'id': 1992, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro e conquiste seus objetivos!'}, {'id': 2004, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã!'}]
746;Paul;82;1;1010;R$ 0;R$ 0,00;697;**** **** **** 7524;R$ 1.000;[{'id': 1993, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no futuro.'}, {'id': 1994, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro, Paul!'}, {'id': 2005, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã!'}]
747;Juliana;61018;99;1019;R$ 10.000;R$ 10.000,00;698;**** **** **** 1999;R$ 10.000;"[{'id': 1978, 'icon': None, 'description': "" We care about your financial well-being. That's why we offer a variety of investment options to help you reach your financial goals. From savings accounts to retirement plans, we have something for everyone. Talk to your banker today to learn more.""}, {'id': 1979, 'icon': None, 'description': "" Investing is the way to go if you want to grow your money and protect yourself from the effects of inflation. By choosing to invest, you're taking control of your financial future and setting yourself up for long-term success.""}]"
748;Sean;250120;0;2501;R$ 10.010;R$ 10.000,00;699;**** **** **** 2501;R$ 10.000;[{'id': 1980, 'icon': None, 'description': ' Sean, it is important to invest your money in order to grow your wealth and protect yourself from inflation. Without investment, your money will lose its value over time. Invest now to secure your financial future.'}]
749;Alberto;2323;0;1;R$ 0;R$ 500,00;700;N�o Possui Cart�o;R$ 0;[{'id': 1964, 'icon': 'string', 'description': 'string'}, {'id': 1971, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Flamengo - hexacampeão brasileiro em 2009 e 2019! 🏆🔴⚫🔥'}, {'id': 1972, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Flamengo: Maior campeão brasileiro, com 7 títulos nacionais.'}, {'id': 1973, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Flamengo é o clube de futebol mais valioso do Brasil.'}]
750;Bianca;134679;26;29293;R$ 1.500;R$ 200,00;701;N�o Possui Cart�o;R$ 0;[{'id': 1965, 'icon': 'string', 'description': 'string'}, {'id': 1974, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Real Madrid é o clube mais vitorioso da Liga dos Campeões com 13 títulos. Cristiano Ronaldo é o maior artilheiro da história do clube.'}, {'id': 1975, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Informação de mercado para Bianca: Real Madrid é um dos clubes mais valiosos do mundo. #Futebol #RealMadrid'}, {'id': 1976, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Real Madrid: 13 vezes campeão da Liga dos Campeões.\n'}]
751;Charles;497621;26;29383;R$ 1.500;R$ 200,00;702;N�o Possui Cart�o;R$ 0;[{'id': 1966, 'icon': 'string', 'description': 'string'}, {'id': 1977, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'O Liverpool é um clube icônico, com grande história no futebol.'}]
753;Pytherson;123;2;12;R$ 0;R$ 500,00;704;**** **** **** 1231;R$ 1.000;[]
754;Xuxa;14;5;1244;R$ 1.000;R$ 1.000,00;705;**** **** **** 8743;R$ 500;[]
755;Subaru;2;1;1;R$ 0;R$ 500,00;706;**** **** **** 9986;R$ 1.000;[]
756;Eclipse;3;1;1;R$ 0;R$ 500,00;707;**** **** **** 8986;R$ 1.000;[]
757;Lancer;4;1;1;R$ 0;R$ 500,00;708;**** **** **** 8996;R$ 1.000;[]
758;Daniel;95;1;1;R$ 0;R$ 1.000,00;709;**** **** **** 9511;R$ 1.000;[{'id': 1981, 'icon': 'string', 'description': 'string'}]
759;Ericha;96;1;1;R$ 0;R$ 1.000,00;710;**** **** **** 9611;R$ 1.000;[{'id': 1982, 'icon': 'string', 'description': 'string'}]
760;Isadora;97;1;1;R$ 0;R$ 1.000,00;711;**** **** **** 9711;R$ 1.000;[{'id': 1983, 'icon': 'string', 'description': 'string'}]
761;Alline;2;1;1;R$ 0;R$ 0,00;712;**** **** **** 1244;R$ 0;[{'id': 1984, 'icon': 'string', 'description': 'string'}]
762;Alline F;22;3;23;R$ 0;R$ 1.000,00;713;**** **** **** 2312;R$ 0;[]
763;Alline F;33;3;23;R$ 0;R$ 1.000,00;714;**** **** **** 2322;R$ 1.000;[]
764;Ana C;44;3;23;R$ 0;R$ 1.200,00;715;**** **** **** 2122;R$ 1.000;[]
765;Gabrielle F;55;3;23;R$ 0;R$ 200,00;716;**** **** **** 2112;R$ 1.000;[]
766;carlos;2;2;1;R$ 0;R$ 500,00;717;**** **** **** 2222;R$ 1.000;[]
767;Bruno;22;0;2;R$ 0;R$ 500,00;718;**** **** **** 2222;R$ 1.000;[{'id': 2006, 'icon': 'string', 'description': 'string'}]
768;Carlos;33;0;3;R$ 0;R$ 500,00;719;**** **** **** 3333;R$ 1.000;[{'id': 2007, 'icon': 'string', 'description': 'string'}]
769;Antonio;44;0;4;R$ 0;R$ 500,00;720;**** **** **** 4444;R$ 1.000;[{'id': 2008, 'icon': 'string', 'description': 'string'}]
770;João;0;1234;1;R$ 0;R$ 1.000,00;721;**** **** **** 9090;R$ 5.000;[]
771;Juvencio;0;1235;1;R$ 0;R$ 500,00;722;**** **** **** 9050;R$ 5.000;[]
772;Aparicio;0;1236;1;R$ 0;R$ 500,00;723;**** **** **** 9060;R$ 5.000;[]
773;Tiara;30321;6;15326;R$ 0;R$ 67.000.000,00;724;**** **** **** 1532;R$ 70.000;[{'id': 2022, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista e garanta seu futuro financeiro!'}]
774;piterson;582;1;1;R$ 0;R$ 550,00;725;**** **** **** 1151;R$ 1.000;[]
775;piterson;92;1;1;R$ 0;R$ 500,00;726;**** **** **** 9275;R$ 1.000;[]
776;chosen;98;1;1;R$ 0;R$ 500,00;727;**** **** **** 9225;R$ 1.000;[]
777;drausio;97;1;1;R$ 0;R$ 500,00;728;**** **** **** 9235;R$ 1.000;[]
778;pytherson;195928;5;195928;R$ 0;R$ 500,00;729;**** **** **** 5555;R$ 0;[]
781;Pip;196030;6;196030;R$ 0;R$ 500,00;730;**** **** **** 6666;R$ 2.000;[]
782;Pep;206030;7;206030;R$ 0;R$ 500,00;731;**** **** **** 7777;R$ 3.000;[]
783;VitorCamposAds;123456;2;1010;R$ 0;R$ 0,00;732;**** **** **** 4567;R$ 1.000;[]
784;TainaB;256489;2;1010;R$ 0;R$ 0,00;733;**** **** **** 4512;R$ 1.000;[]
785;CristianeGB;2564789;2;1010;R$ 0;R$ 0,00;734;N�o Possui Cart�o;R$ 0;[]
786;Pytherson;406030;8;406030;R$ 0;R$ 500,00;735;**** **** **** 8888;R$ 900;[]
787;Zezin;171171;1;171;R$ 0;R$ 0,00;736;**** **** **** 1711;R$ 0;[{'id': 2009, 'icon': 'string', 'description': 'string'}]
788;Pablo;8002;1;1;R$ 275;R$ 2.000,00;737;**** **** **** 5248;R$ 5.000;[]
789;Tonin;172172;0;171;R$ 0;R$ 0,00;738;**** **** **** 1721;R$ 10;[{'id': 2010, 'icon': 'string', 'description': 'string'}]
790;Jra;8502;1;1;R$ 275;R$ 2.000,00;739;**** **** **** 5748;R$ 5.000;[]
791;Giovanna;8512;1;1;R$ 275;R$ 2.000,00;740;**** **** **** 5778;R$ 5.000;[]
792;Galileu;18512;1;1;R$ 275;R$ 2.000,00;741;**** **** **** 5278;R$ 5.000;[]
793;Joaninha;173173;0;171;R$ 0;R$ 0,00;742;**** **** **** 1731;R$ 10;[{'id': 2011, 'icon': 'string', 'description': 'string'}]
799;Potterson;21;0;1;R$ 0;R$ 500,00;743;**** **** **** 9010;R$ 1.000;[]
800;Devon Weekerson;22;1;1;R$ 0;R$ 250,00;744;**** **** **** 9011;R$ 1.000;[]
801;Satan Der;23;1;1;R$ 0;R$ 250,00;745;**** **** **** 9012;R$ 1.000;[]
802;Silvio Santos;24;1;2;R$ 0;R$ 250,00;746;**** **** **** 9013;R$ 1.000;[]
803;Javanelson;55;1;2;R$ 0;R$ 250,00;747;**** **** **** 9014;R$ 1.000;[]
804;Filosofo Piton;55;2;2;R$ 0;R$ 250,00;748;**** **** **** 9015;R$ 1.000;[]
810;nymos;45454;1;1212;R$ 0;R$ 500,00;754;**** **** **** 7676;R$ 700;[{'id': 2029, 'icon': 'string', 'description': 'string'}]
811;anton;65464;2;1010;R$ 0;R$ 500,00;755;**** **** **** 9091;R$ 700;[{'id': 2030, 'icon': 'string', 'description': 'string'}]
812;antoniel;68484;3;8010;R$ 0;R$ 500,00;756;**** **** **** 8074;R$ 700;[{'id': 2031, 'icon': 'string', 'description': 'string'}]
813;Ramon;1;1;1;R$ 0;R$ 5.000,00;757;**** **** **** 1101;R$ 5.000;[{'id': 2040, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista seu dinheiro para garantir um futuro sólido!'}, {'id': 2041, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, garanta o seu amanhã!'}, {'id': 2048, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista mensalmente e garanta seu futuro.'}]
814;Pamela;2;2;1;R$ 0;R$ 5.000,00;758;**** **** **** 1102;R$ 5.000;[{'id': 2042, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro!'}, {'id': 2043, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje, colha amanhã.'}, {'id': 2049, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista e aporte mensalmente: o futuro agradece!'}]
815;Jose;3;3;1;R$ 0;R$ 5.000,00;759;**** **** **** 1103;R$ 5.000;[{'id': 2044, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no seu futuro financeiro!'}, {'id': 2045, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista hoje e prepare seu futuro.'}, {'id': 2050, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista e aporte mensalmente para garantir um futuro financeiro sólido.'}]
816;Patricia;4;4;1;R$ 0;R$ 5.000,00;760;**** **** **** 1104;R$ 5.000;[]
817;Barbara;5;5;1;R$ 0;R$ 5.000,00;761;**** **** **** 1105;R$ 5.000;[]
818;Vinicius;3001;1;1;R$ 0;R$ 500,00;762;**** **** **** 3467;R$ 1.000;[]
820;Murillo;3002;2;1;R$ 0;R$ 500,00;763;**** **** **** 3468;R$ 1.000;[]
821;Marcus;3003;3;1;R$ 0;R$ 500,00;764;0;R$ 1.000;[]
822;Peterson;9851;2;1;R$ 0;R$ 500,00;765;**** **** **** 9878;R$ 1.000;[]
823;London;9852;2;1;R$ 0;R$ 600,00;766;**** **** **** 9879;R$ 1.000;[]
824;Zari;9853;2;1;R$ 0;R$ 600,00;767;**** **** **** 9880;R$ 1.000;[]
826;Test;9234;2;2353;R$ 0;R$ 2.000,00;768;**** **** **** 1237;R$ 0;[{'id': 2046, 'icon': '1', 'description': '1'}]
827;João Marcos;12345;0;1;R$ 0;R$ 500,00;769;**** **** **** 4545;R$ 1.000;[]
828;Maria;125;6;6;R$ 0;R$ 500,00;770;**** **** **** 4236;R$ 1.000;[]
829;Maria;195;6;6;R$ 0;R$ 500,00;771;**** **** **** 0236;R$ 1.000;[]
830;Maria;175;6;6;R$ 0;R$ 500,00;773;**** **** **** 0536;R$ 1.000;[]
831;Max;424;7;7;R$ 0;R$ 500,00;774;**** **** **** 4320;R$ 1.000;[]
832;Max;9348;7;7;R$ 0;R$ 500,00;67;**** **** **** 4142;R$ 1.000;[]
833;Chloe;9344;7;7;R$ 0;R$ 500,00;68;**** **** **** 4122;R$ 1.000;[]
834;Rachel;4374;7;7;R$ 0;R$ 500,00;69;**** **** **** 5922;R$ 1.000;[]
837;Teste 1;1000012345;0;1247;R$ 0;R$ 0,00;780;N�o Possui Cart�o;R$ 0;[{'id': 2051, 'icon': 'string', 'description': 'string'}]
838;Pythonzinho;123456;0;1245;R$ 0;R$ 0,00;781;N�o Possui Cart�o;R$ 0;[{'id': 2052, 'icon': 'string', 'description': 'string'}]
839;Jack;1721;2;101;R$ 0;R$ 1.500,00;782;**** **** **** 1566;R$ 3.200;[]
843;Ichigo;1735;2;553;R$ 0;R$ 1.580,00;783;**** **** **** 8863;R$ 4.500;[]
844;Inozuke;1788;2;511;R$ 0;R$ 15.000,00;784;**** **** **** 9944;R$ 3.000;[]
845;Vitor;1111111;1;1111;R$ 1.000;R$ 2.000,00;785;**** **** **** 1111;R$ 0;[{'id': 2053, 'icon': 'string', 'description': 'string'}]
